2026-05-10T20:21:11.383307 start scheduler
2026-05-10T20:21:11.383458 start memcached [0,1,2,3] 4
798525 (process ID) old priority -17, new priority -17
798525 (process ID) old priority -17, new priority -17
798527 (process ID) old priority -17, new priority -17
798528 (process ID) old priority -17, new priority -17
798529 (process ID) old priority -17, new priority -17
798530 (process ID) old priority -17, new priority -17
798531 (process ID) old priority -17, new priority -17
798532 (process ID) old priority -17, new priority -17
798533 (process ID) old priority -17, new priority -17
798534 (process ID) old priority -17, new priority -17
798535 (process ID) old priority -17, new priority -17
2026-05-10T20:21:11.584718 custom memcached Reniced memcached to -17
2026-05-10T20:21:19.921658 start freqmine [0,1,2,3] 2
Memcached max thread CPU utilization: 4.000000000002046%
Memcached max thread CPU utilization: 23.00000000000182%
Memcached max thread CPU utilization: 25.0%
Memcached max thread CPU utilization: 24.00000000000091%
Memcached max thread CPU utilization: 23.00000000000182%
Memcached max thread CPU utilization: 21.999999999997044%
Memcached max thread CPU utilization: 10.000000000002274%
Memcached max thread CPU utilization: 10.000000000002274%
Memcached max thread CPU utilization: 10.99999999999568%
Memcached max thread CPU utilization: 9.99999999999659%
Memcached max thread CPU utilization: 18.000000000006366%
Memcached max thread CPU utilization: 42.00000000000159%
Memcached max thread CPU utilization: 41.0000000000025%
Memcached max thread CPU utilization: 40.99999999999682%
Memcached max thread CPU utilization: 42.00000000000159%
Memcached max thread CPU utilization: 31.999999999999318%
Memcached max thread CPU utilization: 14.999999999997726%
Memcached max thread CPU utilization: 16.0000000000025%
Memcached max thread CPU utilization: 16.0000000000025%
Memcached max thread CPU utilization: 15.00000000000341%
Memcached max thread CPU utilization: 24.00000000000091%
Memcached max thread CPU utilization: 33.9999999999975%
Memcached max thread CPU utilization: 34.00000000000887%
Memcached max thread CPU utilization: 33.9999999999975%
Memcached max thread CPU utilization: 33.9999999999975%
Memcached max thread CPU utilization: 34.99999999999659%
Memcached max thread CPU utilization: 34.00000000000318%
Memcached max thread CPU utilization: 33.9999999999975%
Memcached max thread CPU utilization: 35.000000000002274%
Memcached max thread CPU utilization: 35.000000000002274%
Memcached max thread CPU utilization: 27.000000000003865%
Memcached max thread CPU utilization: 24.00000000000091%
Memcached max thread CPU utilization: 25.0%
Memcached max thread CPU utilization: 23.999999999995225%
Memcached max thread CPU utilization: 24.000000000006594%
Memcached max thread CPU utilization: 23.999999999995225%
Memcached max thread CPU utilization: 26.000000000004775%
Memcached max thread CPU utilization: 25.99999999999909%
Memcached max thread CPU utilization: 25.99999999999909%
Memcached max thread CPU utilization: 25.0%
Memcached max thread CPU utilization: 16.0000000000025%
Memcached max thread CPU utilization: 17.000000000007276%
Memcached max thread CPU utilization: 15.999999999996817%
Memcached max thread CPU utilization: 16.0000000000025%
Memcached max thread CPU utilization: 17.00000000000159%
Memcached max thread CPU utilization: 34.00000000000318%
Memcached max thread CPU utilization: 36.00000000000705%
Memcached max thread CPU utilization: 34.00000000000318%
Memcached max thread CPU utilization: 34.00000000000318%
Memcached max thread CPU utilization: 31.999999999993634%
Memcached max thread CPU utilization: 18.999999999999773%
Memcached max thread CPU utilization: 18.99999999999409%
Memcached max thread CPU utilization: 18.000000000000682%
Memcached max thread CPU utilization: 18.000000000000682%
Memcached max thread CPU utilization: 20.000000000004547%
Memcached max thread CPU utilization: 22.999999999996135%
Memcached max thread CPU utilization: 23.00000000000182%
Memcached max thread CPU utilization: 23.00000000000182%
Memcached max thread CPU utilization: 23.000000000007503%
Memcached max thread CPU utilization: 21.000000000003638%
Memcached max thread CPU utilization: 16.999999999995907%
Memcached max thread CPU utilization: 17.000000000007276%
Memcached max thread CPU utilization: 16.0000000000025%
Memcached max thread CPU utilization: 18.000000000000682%
Memcached max thread CPU utilization: 13.00000000000523%
Memcached max thread CPU utilization: 8.999999999997499%
Memcached max thread CPU utilization: 8.000000000004093%
Memcached max thread CPU utilization: 8.999999999997499%
Memcached max thread CPU utilization: 8.000000000004093%
Memcached max thread CPU utilization: 22.999999999996135%
Memcached max thread CPU utilization: 34.00000000000318%
Memcached max thread CPU utilization: 34.00000000000318%
Memcached max thread CPU utilization: 34.00000000000318%
Memcached max thread CPU utilization: 33.9999999999975%
Memcached max thread CPU utilization: 29.000000000002046%
Memcached max thread CPU utilization: 26.000000000004775%
Memcached max thread CPU utilization: 27.000000000003865%
Memcached max thread CPU utilization: 27.000000000003865%
Memcached max thread CPU utilization: 27.000000000003865%
Memcached max thread CPU utilization: 34.99999999999659%
Memcached max thread CPU utilization: 37.99999999999386%
Memcached max thread CPU utilization: 37.999999999999545%
Memcached max thread CPU utilization: 37.000000000000455%
Memcached max thread CPU utilization: 37.00000000000614%
Memcached max thread CPU utilization: 44.99999999999886%
Memcached max thread CPU utilization: 46.00000000000364%
Memcached max thread CPU utilization: 47.00000000000273%
2026-05-10T20:24:16.792629 end barnes
2026-05-10T20:24:18.268739 start blackscholes [0,1,2,3] 2
Memcached max thread CPU utilization: 46.00000000000364%
Memcached max thread CPU utilization: 43.00000000000068%
Memcached max thread CPU utilization: 36.000000000001364%
Memcached max thread CPU utilization: 35.000000000002274%
Memcached max thread CPU utilization: 33.9999999999975%
Memcached max thread CPU utilization: 33.9999999999975%
Memcached max thread CPU utilization: 23.00000000000182%
Memcached max thread CPU utilization: 16.0000000000025%
Memcached max thread CPU utilization: 16.999999999995907%
Memcached max thread CPU utilization: 17.00000000000159%
Memcached max thread CPU utilization: 17.00000000000159%
Memcached max thread CPU utilization: 9.99999999999659%
Memcached max thread CPU utilization: 6.999999999999318%
Memcached max thread CPU utilization: 6.999999999999318%
Memcached max thread CPU utilization: 6.999999999999318%
Memcached max thread CPU utilization: 7.000000000005002%
Memcached max thread CPU utilization: 28.000000000002956%
Memcached max thread CPU utilization: 29.999999999995453%
Memcached max thread CPU utilization: 30.00000000000682%
Memcached max thread CPU utilization: 30.00000000000682%
Memcached max thread CPU utilization: 30.000000000001137%
Memcached max thread CPU utilization: 29.000000000002046%
Memcached max thread CPU utilization: 29.000000000002046%
Memcached max thread CPU utilization: 30.000000000001137%
Memcached max thread CPU utilization: 29.00000000000773%
Memcached max thread CPU utilization: 31.999999999999318%
Memcached max thread CPU utilization: 37.000000000000455%
Memcached max thread CPU utilization: 37.999999999999545%
Memcached max thread CPU utilization: 43.00000000000068%
Memcached max thread CPU utilization: 42.00000000000159%
Memcached max thread CPU utilization: 35.00000000000796%
Memcached max thread CPU utilization: 23.999999999995225%
Memcached max thread CPU utilization: 22.00000000000273%
Memcached max thread CPU utilization: 22.00000000000273%
Memcached max thread CPU utilization: 22.00000000000273%
Memcached max thread CPU utilization: 15.999999999996817%
Memcached max thread CPU utilization: 12.000000000006139%
Memcached max thread CPU utilization: 12.000000000006139%
Memcached max thread CPU utilization: 10.99999999999568%
Memcached max thread CPU utilization: 11.99999999999477%
Memcached max thread CPU utilization: 24.000000000006594%
Memcached max thread CPU utilization: 32.000000000005%
Memcached max thread CPU utilization: 30.000000000001137%
Memcached max thread CPU utilization: 29.00000000000773%
Memcached max thread CPU utilization: 30.00000000000682%
Memcached max thread CPU utilization: 25.000000000005684%
Memcached max thread CPU utilization: 23.999999999995225%
Memcached max thread CPU utilization: 24.000000000006594%
Memcached max thread CPU utilization: 24.000000000006594%
Memcached max thread CPU utilization: 25.000000000005684%
Memcached max thread CPU utilization: 19.000000000005457%
Memcached max thread CPU utilization: 19.999999999998863%
Memcached max thread CPU utilization: 18.999999999999773%
Memcached max thread CPU utilization: 19.999999999998863%
Memcached max thread CPU utilization: 19.000000000005457%
Memcached max thread CPU utilization: 23.00000000000182%
Memcached max thread CPU utilization: 21.000000000003638%
Memcached max thread CPU utilization: 21.999999999997044%
Memcached max thread CPU utilization: 21.000000000003638%
Memcached max thread CPU utilization: 20.000000000004547%
Memcached max thread CPU utilization: 15.999999999996817%
Memcached max thread CPU utilization: 15.00000000000341%
Memcached max thread CPU utilization: 15.00000000000341%
Memcached max thread CPU utilization: 15.999999999996817%
Memcached max thread CPU utilization: 20.000000000004547%
Memcached max thread CPU utilization: 26.000000000004775%
Memcached max thread CPU utilization: 28.000000000002956%
Memcached max thread CPU utilization: 28.000000000002956%
Memcached max thread CPU utilization: 28.000000000002956%
Memcached max thread CPU utilization: 30.000000000001137%
Memcached max thread CPU utilization: 31.000000000000227%
Memcached max thread CPU utilization: 31.00000000000591%
Memcached max thread CPU utilization: 31.00000000000591%
Memcached max thread CPU utilization: 31.00000000000591%
Memcached max thread CPU utilization: 25.0%
Memcached max thread CPU utilization: 22.999999999996135%
Memcached max thread CPU utilization: 23.00000000000182%
Memcached max thread CPU utilization: 23.00000000000182%
Memcached max thread CPU utilization: 22.999999999996135%
Memcached max thread CPU utilization: 23.000000000007503%
Memcached max thread CPU utilization: 22.000000000008413%
Memcached max thread CPU utilization: 22.000000000008413%
Memcached max thread CPU utilization: 23.00000000000182%
Memcached max thread CPU utilization: 22.999999999996135%
Memcached max thread CPU utilization: 41.0000000000025%
Memcached max thread CPU utilization: 43.99999999999977%
Memcached max thread CPU utilization: 41.000000000008185%
Memcached max thread CPU utilization: 40.99999999999682%
Memcached max thread CPU utilization: 33.00000000000409%
Memcached max thread CPU utilization: 3.000000000002956%
Memcached max thread CPU utilization: 3.999999999996362%
Memcached max thread CPU utilization: 3.000000000002956%
Memcached max thread CPU utilization: 3.999999999996362%
Memcached max thread CPU utilization: 4.000000000007731%
Memcached max thread CPU utilization: 8.000000000004093%
Memcached max thread CPU utilization: 7.999999999998408%
Memcached max thread CPU utilization: 7.999999999998408%
Memcached max thread CPU utilization: 7.000000000005002%
Memcached max thread CPU utilization: 6.000000000005912%
Memcached max thread CPU utilization: 5.000000000001137%
Memcached max thread CPU utilization: 5.000000000001137%
2026-05-10T20:26:02.314805 end blackscholes
2026-05-10T20:26:03.546631 start canneal [0,1,2,3] 2
Memcached max thread CPU utilization: 5.000000000001137%
Memcached max thread CPU utilization: 17.000000000007276%
Memcached max thread CPU utilization: 20.999999999997954%
Memcached max thread CPU utilization: 22.00000000000273%
Memcached max thread CPU utilization: 21.000000000003638%
Memcached max thread CPU utilization: 22.00000000000273%
Memcached max thread CPU utilization: 9.000000000003183%
Memcached max thread CPU utilization: 8.999999999997499%
Memcached max thread CPU utilization: 7.999999999998408%
Memcached max thread CPU utilization: 9.000000000003183%
Memcached max thread CPU utilization: 10.000000000002274%
Memcached max thread CPU utilization: 34.00000000000318%
Memcached max thread CPU utilization: 33.9999999999975%
Memcached max thread CPU utilization: 35.00000000000796%
Memcached max thread CPU utilization: 35.00000000000796%
Memcached max thread CPU utilization: 28.000000000002956%
Memcached max thread CPU utilization: 9.99999999999659%
Memcached max thread CPU utilization: 10.99999999999568%
Memcached max thread CPU utilization: 10.000000000002274%
Memcached max thread CPU utilization: 10.000000000002274%
Memcached max thread CPU utilization: 18.999999999999773%
Memcached max thread CPU utilization: 32.99999999999841%
Memcached max thread CPU utilization: 32.99999999999841%
Memcached max thread CPU utilization: 34.00000000000318%
Memcached max thread CPU utilization: 33.00000000000409%
Memcached max thread CPU utilization: 26.000000000004775%
Memcached max thread CPU utilization: 19.999999999998863%
Memcached max thread CPU utilization: 20.000000000004547%
Memcached max thread CPU utilization: 18.999999999999773%
Memcached max thread CPU utilization: 20.000000000004547%
Memcached max thread CPU utilization: 11.000000000001364%
Memcached max thread CPU utilization: 8.999999999997499%
Memcached max thread CPU utilization: 9.000000000003183%
Memcached max thread CPU utilization: 9.000000000003183%
Memcached max thread CPU utilization: 8.000000000004093%
Memcached max thread CPU utilization: 33.9999999999975%
Memcached max thread CPU utilization: 37.999999999999545%
Memcached max thread CPU utilization: 37.000000000000455%
Memcached max thread CPU utilization: 37.00000000000614%
Memcached max thread CPU utilization: 37.999999999999545%
Memcached max thread CPU utilization: 26.000000000004775%
Memcached max thread CPU utilization: 29.999999999995453%
Memcached max thread CPU utilization: 27.99999999999727%
Memcached max thread CPU utilization: 26.000000000004775%
Memcached max thread CPU utilization: 30.000000000001137%
Memcached max thread CPU utilization: 45.00000000000455%
Memcached max thread CPU utilization: 45.999999999997954%
Memcached max thread CPU utilization: 45.999999999997954%
Memcached max thread CPU utilization: 45.00000000000455%
Memcached max thread CPU utilization: 31.999999999999318%
Memcached max thread CPU utilization: 12.000000000000455%
Memcached max thread CPU utilization: 10.99999999999568%
Memcached max thread CPU utilization: 11.000000000001364%
Memcached max thread CPU utilization: 10.000000000002274%
Memcached max thread CPU utilization: 27.000000000003865%
Memcached max thread CPU utilization: 38.999999999998636%
Memcached max thread CPU utilization: 40.00000000000341%
Memcached max thread CPU utilization: 38.999999999998636%
Memcached max thread CPU utilization: 39.00000000000432%
Memcached max thread CPU utilization: 39.00000000000432%
Memcached max thread CPU utilization: 37.000000000000455%
Memcached max thread CPU utilization: 36.000000000001364%
Memcached max thread CPU utilization: 36.000000000001364%
Memcached max thread CPU utilization: 37.000000000000455%
Memcached max thread CPU utilization: 43.99999999999977%
Memcached max thread CPU utilization: 43.00000000000068%
Memcached max thread CPU utilization: 43.00000000000637%
Memcached max thread CPU utilization: 44.00000000000546%
Memcached max thread CPU utilization: 42.00000000000159%
Memcached max thread CPU utilization: 16.0000000000025%
Memcached max thread CPU utilization: 15.00000000000341%
Memcached max thread CPU utilization: 15.00000000000341%
Memcached max thread CPU utilization: 15.00000000000341%
Memcached max thread CPU utilization: 12.999999999999545%
Memcached max thread CPU utilization: 9.000000000003183%
Memcached max thread CPU utilization: 9.000000000003183%
Memcached max thread CPU utilization: 10.000000000007958%
Memcached max thread CPU utilization: 8.999999999997499%
Memcached max thread CPU utilization: 15.00000000000341%
Memcached max thread CPU utilization: 29.000000000002046%
Memcached max thread CPU utilization: 30.00000000000682%
Memcached max thread CPU utilization: 31.000000000000227%
Memcached max thread CPU utilization: 30.00000000000682%
Memcached max thread CPU utilization: 26.99999999999818%
Memcached max thread CPU utilization: 23.00000000000182%
Memcached max thread CPU utilization: 23.000000000007503%
Memcached max thread CPU utilization: 23.00000000000182%
Memcached max thread CPU utilization: 22.00000000000273%
Memcached max thread CPU utilization: 31.00000000000591%
Memcached max thread CPU utilization: 36.000000000001364%
Memcached max thread CPU utilization: 36.00000000000705%
Memcached max thread CPU utilization: 37.000000000000455%
Memcached max thread CPU utilization: 35.99999999999568%
Memcached max thread CPU utilization: 14.999999999997726%
Memcached max thread CPU utilization: 10.000000000002274%
Memcached max thread CPU utilization: 9.000000000003183%
Memcached max thread CPU utilization: 10.000000000007958%
Memcached max thread CPU utilization: 9.99999999999659%
Memcached max thread CPU utilization: 12.999999999999545%
Memcached max thread CPU utilization: 13.999999999998636%
Memcached max thread CPU utilization: 15.00000000000341%
Memcached max thread CPU utilization: 14.00000000000432%
Memcached max thread CPU utilization: 16.999999999995907%
Memcached max thread CPU utilization: 47.00000000000273%
Memcached max thread CPU utilization: 47.999999999996135%
Memcached max thread CPU utilization: 48.00000000000182%
Memcached max thread CPU utilization: 48.00000000000182%
Memcached max thread CPU utilization: 40.00000000000341%
Memcached max thread CPU utilization: 12.999999999993861%
Memcached max thread CPU utilization: 12.999999999999545%
Memcached max thread CPU utilization: 13.00000000000523%
Memcached max thread CPU utilization: 12.999999999999545%
Memcached max thread CPU utilization: 16.000000000008185%
Memcached max thread CPU utilization: 22.00000000000273%
Memcached max thread CPU utilization: 22.00000000000273%
Memcached max thread CPU utilization: 22.00000000000273%
Memcached max thread CPU utilization: 22.00000000000273%
Memcached max thread CPU utilization: 12.000000000006139%
Memcached max thread CPU utilization: 6.000000000000227%
Memcached max thread CPU utilization: 5.000000000001137%
Memcached max thread CPU utilization: 6.000000000005912%
Memcached max thread CPU utilization: 6.000000000000227%
Memcached max thread CPU utilization: 12.999999999999545%
Memcached max thread CPU utilization: 16.0000000000025%
Memcached max thread CPU utilization: 16.0000000000025%
Memcached max thread CPU utilization: 16.0000000000025%
Memcached max thread CPU utilization: 16.0000000000025%
Memcached max thread CPU utilization: 21.000000000003638%
Memcached max thread CPU utilization: 22.999999999996135%
Memcached max thread CPU utilization: 23.00000000000182%
Memcached max thread CPU utilization: 22.00000000000273%
Memcached max thread CPU utilization: 23.00000000000182%
Memcached max thread CPU utilization: 8.000000000004093%
Memcached max thread CPU utilization: 7.999999999998408%
Memcached max thread CPU utilization: 9.000000000003183%
Memcached max thread CPU utilization: 7.000000000005002%
Memcached max thread CPU utilization: 10.000000000002274%
Memcached max thread CPU utilization: 36.000000000001364%
Memcached max thread CPU utilization: 35.00000000000796%
Memcached max thread CPU utilization: 35.000000000002274%
Memcached max thread CPU utilization: 37.000000000000455%
Memcached max thread CPU utilization: 35.000000000002274%
Memcached max thread CPU utilization: 34.00000000000318%
Memcached max thread CPU utilization: 33.9999999999975%
Memcached max thread CPU utilization: 34.00000000000318%
Memcached max thread CPU utilization: 34.00000000000318%
Memcached max thread CPU utilization: 36.99999999999477%
Memcached max thread CPU utilization: 41.99999999999591%
Memcached max thread CPU utilization: 41.0000000000025%
Memcached max thread CPU utilization: 43.00000000000068%
Memcached max thread CPU utilization: 41.0000000000025%
Memcached max thread CPU utilization: 26.99999999999818%
Memcached max thread CPU utilization: 18.000000000006366%
Memcached max thread CPU utilization: 17.000000000007276%
Memcached max thread CPU utilization: 17.999999999994998%
Memcached max thread CPU utilization: 17.000000000007276%
Memcached max thread CPU utilization: 12.000000000000455%
Memcached max thread CPU utilization: 10.000000000002274%
Memcached max thread CPU utilization: 10.000000000007958%
Memcached max thread CPU utilization: 9.99999999999659%
Memcached max thread CPU utilization: 9.000000000003183%
Memcached max thread CPU utilization: 29.000000000002046%
Memcached max thread CPU utilization: 30.000000000001137%
Memcached max thread CPU utilization: 31.000000000000227%
Memcached max thread CPU utilization: 31.00000000000591%
Memcached max thread CPU utilization: 29.999999999995453%
Memcached max thread CPU utilization: 11.000000000001364%
Memcached max thread CPU utilization: 11.99999999999477%
Memcached max thread CPU utilization: 11.000000000001364%
Memcached max thread CPU utilization: 12.000000000000455%
Memcached max thread CPU utilization: 15.999999999996817%
Memcached max thread CPU utilization: 40.00000000000341%
Memcached max thread CPU utilization: 39.999999999997726%
Memcached max thread CPU utilization: 41.99999999999591%
Memcached max thread CPU utilization: 40.99999999999682%
Memcached max thread CPU utilization: 34.00000000000318%
Memcached max thread CPU utilization: 17.999999999994998%
Memcached max thread CPU utilization: 18.000000000006366%
Memcached max thread CPU utilization: 18.000000000000682%
Memcached max thread CPU utilization: 17.00000000000159%
Memcached max thread CPU utilization: 18.000000000000682%
Memcached max thread CPU utilization: 18.999999999999773%
Memcached max thread CPU utilization: 18.999999999999773%
Memcached max thread CPU utilization: 18.999999999999773%
Memcached max thread CPU utilization: 19.000000000005457%
Memcached max thread CPU utilization: 24.000000000006594%
Memcached max thread CPU utilization: 27.000000000003865%
Memcached max thread CPU utilization: 28.000000000002956%
Memcached max thread CPU utilization: 27.000000000003865%
Memcached max thread CPU utilization: 28.000000000002956%
Memcached max thread CPU utilization: 11.000000000001364%
Memcached max thread CPU utilization: 7.999999999998408%
Memcached max thread CPU utilization: 9.000000000003183%
Memcached max thread CPU utilization: 8.000000000004093%
Memcached max thread CPU utilization: 8.000000000004093%
Memcached max thread CPU utilization: 45.00000000000455%
Memcached max thread CPU utilization: 48.00000000000182%
Memcached max thread CPU utilization: 46.999999999997044%
Memcached max thread CPU utilization: 49.999999999994316%
Memcached max thread CPU utilization: 52.000000000003865%
2026-05-10T20:29:28.898818 custom scheduler High+CPU+utilization+detected%3A+52.000000000003865%25.+Pausing+jobs.
2026-05-10T20:29:28.930478 pause freqmine
2026-05-10T20:29:28.965868 pause canneal
2026-05-10T20:29:30.018094 unpause freqmine
2026-05-10T20:29:30.037531 unpause canneal
Memcached max thread CPU utilization: 21.999999999997044%
Memcached max thread CPU utilization: 15.00000000000341%
Memcached max thread CPU utilization: 15.00000000000341%
Memcached max thread CPU utilization: 15.00000000000341%
Memcached max thread CPU utilization: 19.999999999998863%
Memcached max thread CPU utilization: 26.000000000004775%
Memcached max thread CPU utilization: 25.0%
Memcached max thread CPU utilization: 26.000000000004775%
Memcached max thread CPU utilization: 25.000000000005684%
Memcached max thread CPU utilization: 18.000000000000682%
Memcached max thread CPU utilization: 12.000000000006139%
Memcached max thread CPU utilization: 11.99999999999477%
Memcached max thread CPU utilization: 11.000000000001364%
Memcached max thread CPU utilization: 12.000000000000455%
Memcached max thread CPU utilization: 20.000000000004547%
Memcached max thread CPU utilization: 24.00000000000091%
Memcached max thread CPU utilization: 24.999999999994316%
Memcached max thread CPU utilization: 25.000000000005684%
Memcached max thread CPU utilization: 24.000000000006594%
Memcached max thread CPU utilization: 26.000000000004775%
Memcached max thread CPU utilization: 27.000000000003865%
Memcached max thread CPU utilization: 25.99999999999909%
Memcached max thread CPU utilization: 27.000000000003865%
Memcached max thread CPU utilization: 26.99999999999818%
Memcached max thread CPU utilization: 33.00000000000409%
Memcached max thread CPU utilization: 33.00000000000409%
Memcached max thread CPU utilization: 32.000000000005%
Memcached max thread CPU utilization: 31.000000000000227%
Memcached max thread CPU utilization: 30.000000000001137%
Memcached max thread CPU utilization: 25.99999999999909%
Memcached max thread CPU utilization: 28.000000000002956%
2026-05-10T20:30:01.172199 end freqmine
2026-05-10T20:30:02.481834 start radix [0,1,2,3] 2
Memcached max thread CPU utilization: 26.000000000004775%
Memcached max thread CPU utilization: 27.000000000003865%
Memcached max thread CPU utilization: 18.000000000000682%
Memcached max thread CPU utilization: 16.0000000000025%
Memcached max thread CPU utilization: 16.0000000000025%
Memcached max thread CPU utilization: 17.00000000000159%
Memcached max thread CPU utilization: 16.0000000000025%
Memcached max thread CPU utilization: 43.99999999999977%
Memcached max thread CPU utilization: 46.99999999999136%
Memcached max thread CPU utilization: 47.00000000000273%
Memcached max thread CPU utilization: 45.00000000000455%
Memcached max thread CPU utilization: 47.00000000000273%
Memcached max thread CPU utilization: 18.999999999999773%
Memcached max thread CPU utilization: 18.000000000006366%
Memcached max thread CPU utilization: 18.000000000006366%
Memcached max thread CPU utilization: 17.000000000007276%
Memcached max thread CPU utilization: 23.000000000007503%
Memcached max thread CPU utilization: 36.99999999999477%
Memcached max thread CPU utilization: 41.0000000000025%
Memcached max thread CPU utilization: 42.00000000000159%
Memcached max thread CPU utilization: 42.00000000000159%
Memcached max thread CPU utilization: 36.000000000001364%
Memcached max thread CPU utilization: 31.999999999999318%
Memcached max thread CPU utilization: 24.00000000000091%
Memcached max thread CPU utilization: 26.000000000004775%
Memcached max thread CPU utilization: 25.999999999993406%
Memcached max thread CPU utilization: 39.00000000000432%
Memcached max thread CPU utilization: 39.00000000000432%
2026-05-10T20:30:30.742094 end canneal
2026-05-10T20:30:32.147150 start streamcluster [0,1,2,3] 2
Memcached max thread CPU utilization: 37.00000000000614%
Memcached max thread CPU utilization: 40.00000000000341%
Memcached max thread CPU utilization: 30.000000000001137%
Memcached max thread CPU utilization: 17.000000000007276%
Memcached max thread CPU utilization: 16.0000000000025%
Memcached max thread CPU utilization: 16.999999999995907%
Memcached max thread CPU utilization: 17.00000000000159%
